round,noise,prob_end,A_cum_payoff,B_cum_payoff,A_last_1,B_last_1,A_last_2,B_last_2,A_last_3,B_last_3,A_last_4,B_last_4,A_last_5,B_last_5,A_last_6,B_last_6,A_last_7,B_last_7,A_next_move
8,0.0962,0.0201,29,19,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
9,0.0962,0.0201,32,22,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
10,0.0962,0.0201,32,27,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1
11,0.0962,0.0201,37,27,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
12,0.0962,0.0201,37,32,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1
13,0.0962,0.0201,42,32,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
14,0.0962,0.0201,43,33,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
15,0.0962,0.0201,46,36,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
16,0.0962,0.0201,49,39,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1
7,0.061,0.0402,8,23,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8,0.061,0.0402,13,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9,0.061,0.0402,14,24,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
10,0.061,0.0402,15,25,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11,0.061,0.0402,15,30,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
12,0.061,0.0402,16,31,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
13,0.061,0.0402,16,36,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
14,0.061,0.0402,17,37,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
15,0.061,0.0402,17,42,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
16,0.061,0.0402,18,43,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
17,0.061,0.0402,19,44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7,0.0279,0.0727,20,25,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
8,0.0279,0.0727,25,25,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
9,0.0279,0.0727,25,30,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1
10,0.0279,0.0727,28,33,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
11,0.0279,0.0727,31,36,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
12,0.0279,0.0727,34,39,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
13,0.0279,0.0727,37,42,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
14,0.0279,0.0727,40,45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
15,0.0279,0.0727,43,48,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
16,0.0279,0.0727,43,53,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0.0279,0.0727,48,53,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
18,0.0279,0.0727,48,58,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
19,0.0279,0.0727,51,61,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
20,0.0279,0.0727,54,64,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
21,0.0279,0.0727,57,67,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
22,0.0279,0.0727,60,70,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
23,0.0279,0.0727,63,73,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
24,0.0279,0.0727,66,76,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
25,0.0279,0.0727,69,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0279,0.0727,72,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.0279,0.0727,75,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0279,0.0727,78,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0279,0.0727,81,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.0279,0.0727,84,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.0279,0.0727,87,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.0279,0.0727,90,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.0279,0.0727,93,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.0279,0.0727,96,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.0279,0.0727,99,109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.0279,0.0727,102,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.0279,0.0727,107,112,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
38,0.0279,0.0727,107,117,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
39,0.0279,0.0727,112,117,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0
40,0.0279,0.0727,112,122,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
41,0.0279,0.0727,117,122,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
42,0.0279,0.0727,117,127,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
43,0.0279,0.0727,122,127,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
44,0.0279,0.0727,122,132,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
45,0.0279,0.0727,127,132,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
46,0.0279,0.0727,127,137,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
47,0.0279,0.0727,130,140,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
48,0.0279,0.0727,133,143,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
49,0.0279,0.0727,136,146,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
50,0.0279,0.0727,139,149,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
51,0.0279,0.0727,142,152,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
52,0.0279,0.0727,145,155,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
53,0.0279,0.0727,148,158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0279,0.0727,151,161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.0279,0.0727,154,164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0279,0.0727,157,167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.0279,0.0727,160,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.0279,0.0727,160,175,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0279,0.0727,163,178,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
60,0.0279,0.0727,166,181,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
61,0.0279,0.0727,169,184,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
62,0.0279,0.0727,172,187,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7,0.0531,0.0358,12,17,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8,0.0531,0.0358,13,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,0.0531,0.0358,14,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0.0531,0.0358,15,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0.0531,0.0358,16,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0.0531,0.0358,16,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,0.0531,0.0358,17,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14,0.0531,0.0358,18,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0.0531,0.0358,19,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.037,0.0194,9,19,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8,0.037,0.0194,10,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
9,0.037,0.0194,15,20,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10,0.037,0.0194,16,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11,0.037,0.0194,17,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,0.037,0.0194,18,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13,0.037,0.0194,18,28,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
14,0.037,0.0194,19,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15,0.037,0.0194,19,34,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16,0.037,0.0194,19,39,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
17,0.037,0.0194,19,44,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
18,0.037,0.0194,20,45,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
19,0.037,0.0194,21,46,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
20,0.037,0.0194,22,47,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
21,0.037,0.0194,22,52,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
22,0.037,0.0194,22,57,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
23,0.037,0.0194,23,58,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
24,0.037,0.0194,24,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25,0.037,0.0194,25,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26,0.037,0.0194,26,61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,0.037,0.0194,27,62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,0.037,0.0194,27,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,0.037,0.0194,27,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,0.037,0.0194,28,73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31,0.037,0.0194,29,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,0.037,0.0194,30,75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
33,0.037,0.0194,31,76,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0.037,0.0194,34,79,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
35,0.037,0.0194,34,84,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
36,0.037,0.0194,39,84,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
37,0.037,0.0194,39,89,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
38,0.037,0.0194,40,90,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
39,0.037,0.0194,41,91,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
7,0.0368,0.0506,12,22,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1
8,0.0368,0.0506,15,25,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1
9,0.0368,0.0506,18,28,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
10,0.0368,0.0506,21,31,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
11,0.0368,0.0506,21,36,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
12,0.0368,0.0506,26,36,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
13,0.0368,0.0506,26,41,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
14,0.0368,0.0506,29,44,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
15,0.0368,0.0506,29,49,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
16,0.0368,0.0506,30,50,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0
17,0.0368,0.0506,30,55,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
18,0.0368,0.0506,31,56,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
19,0.0368,0.0506,34,59,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
20,0.0368,0.0506,37,62,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
21,0.0368,0.0506,40,65,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
22,0.0368,0.0506,43,68,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
23,0.0368,0.0506,46,71,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
24,0.0368,0.0506,46,76,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
25,0.0368,0.0506,51,76,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
26,0.0368,0.0506,51,81,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
27,0.0368,0.0506,54,84,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
28,0.0368,0.0506,57,87,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
29,0.0368,0.0506,60,90,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
30,0.0368,0.0506,60,95,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
31,0.0368,0.0506,61,96,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0
32,0.0368,0.0506,64,99,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
33,0.0368,0.0506,64,104,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
34,0.0368,0.0506,64,109,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
35,0.0368,0.0506,69,109,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0
36,0.0368,0.0506,72,112,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
37,0.0368,0.0506,72,117,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1
38,0.0368,0.0506,73,118,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0
7,0.0399,0.0653,10,25,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
8,0.0399,0.0653,15,25,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
9,0.0399,0.0653,15,30,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
10,0.0399,0.0653,16,31,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
11,0.0399,0.0653,21,31,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
12,0.0399,0.0653,21,36,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
13,0.0399,0.0653,22,37,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
14,0.0399,0.0653,25,40,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
15,0.0399,0.0653,28,43,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1
16,0.0399,0.0653,31,46,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
7,0.0835,0.0257,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0835,0.0257,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.0835,0.0257,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.0835,0.0257,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.0835,0.0257,33,38,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0835,0.0257,34,39,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
13,0.0835,0.0257,34,44,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
14,0.0835,0.0257,35,45,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0
15,0.0835,0.0257,40,45,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0
16,0.0835,0.0257,43,48,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1
17,0.0835,0.0257,46,51,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
18,0.0835,0.0257,49,54,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
19,0.0835,0.0257,52,57,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
20,0.0835,0.0257,57,57,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
21,0.0835,0.0257,60,60,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
22,0.0835,0.0257,63,63,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
23,0.0835,0.0257,66,66,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
24,0.0835,0.0257,66,71,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
25,0.0835,0.0257,66,76,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
26,0.0835,0.0257,67,77,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0
27,0.0835,0.0257,68,78,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
28,0.0835,0.0257,68,83,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
29,0.0835,0.0257,73,83,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
30,0.0835,0.0257,73,88,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
31,0.0835,0.0257,78,88,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
32,0.0835,0.0257,78,93,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
33,0.0835,0.0257,78,98,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
34,0.0835,0.0257,79,99,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
35,0.0835,0.0257,80,100,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
36,0.0835,0.0257,81,101,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
37,0.0835,0.0257,81,106,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
38,0.0835,0.0257,86,106,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
39,0.0835,0.0257,89,109,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
40,0.0835,0.0257,92,112,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
41,0.0835,0.0257,95,115,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
42,0.0835,0.0257,98,118,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
43,0.0835,0.0257,101,121,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
44,0.0835,0.0257,104,124,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
45,0.0835,0.0257,107,127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0835,0.0257,110,130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.0835,0.0257,115,130,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
48,0.0835,0.0257,118,133,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
49,0.0835,0.0257,121,136,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
50,0.0835,0.0257,124,139,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
51,0.0835,0.0257,129,139,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
52,0.0835,0.0257,132,142,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
53,0.0835,0.0257,135,145,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
54,0.0835,0.0257,138,148,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
55,0.0835,0.0257,141,151,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
56,0.0835,0.0257,144,154,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
57,0.0835,0.0257,147,157,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
58,0.0835,0.0257,150,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0835,0.0257,153,163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0835,0.0257,156,166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.0835,0.0257,159,169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.0835,0.0257,162,172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,0.0835,0.0257,165,175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,0.0835,0.0257,170,175,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
65,0.0835,0.0257,173,178,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
66,0.0835,0.0257,178,178,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
67,0.0835,0.0257,181,181,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
68,0.0835,0.0257,184,184,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
69,0.0835,0.0257,187,187,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
70,0.0835,0.0257,190,190,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
71,0.0835,0.0257,193,193,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
72,0.0835,0.0257,196,196,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
73,0.0835,0.0257,201,196,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
74,0.0835,0.0257,204,199,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
75,0.0835,0.0257,207,202,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
76,0.0835,0.0257,210,205,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
77,0.0835,0.0257,213,208,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
78,0.0835,0.0257,216,211,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
79,0.0835,0.0257,219,214,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
80,0.0835,0.0257,222,217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0835,0.0257,225,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.0835,0.0257,230,220,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
83,0.0835,0.0257,233,223,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
84,0.0835,0.0257,236,226,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
85,0.0835,0.0257,239,229,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
86,0.0835,0.0257,242,232,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,0.0041,0.0473,20,25,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
8,0.0041,0.0473,23,28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
9,0.0041,0.0473,26,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.0041,0.0473,29,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.0041,0.0473,32,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0041,0.0473,35,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.0041,0.0473,38,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,0.0041,0.0473,41,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0041,0.0473,44,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.0041,0.0473,47,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0.0041,0.0473,50,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0.0041,0.0473,53,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0.0041,0.0473,56,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0041,0.0473,59,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0.0041,0.0473,62,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.0041,0.0473,65,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.0041,0.0473,68,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.0041,0.0473,71,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0.0041,0.0473,74,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0041,0.0473,77,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.0041,0.0473,80,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0041,0.0473,83,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0041,0.0473,86,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.0041,0.0473,89,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.0041,0.0473,92,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.0041,0.0473,95,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.0041,0.0473,98,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.0041,0.0473,101,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.0041,0.0473,104,109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.0041,0.0473,107,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.0041,0.0473,110,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.0041,0.0473,113,118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,0.0041,0.0473,116,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.0041,0.0473,119,124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,0.0041,0.0473,122,127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0.0041,0.0473,125,130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.0041,0.0473,128,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.0041,0.0473,131,136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.0041,0.0473,134,139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0041,0.0473,137,142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.0041,0.0473,140,145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,0.0041,0.0473,143,148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.0041,0.0473,146,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.0041,0.0473,149,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,0.0041,0.0473,152,157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0041,0.0473,155,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0041,0.0473,158,163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0041,0.0473,161,166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.0041,0.0473,164,169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0041,0.0473,167,172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.0041,0.0473,170,175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.0041,0.0473,173,178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0041,0.0473,176,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0041,0.0473,179,184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.0041,0.0473,182,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.0041,0.0473,185,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.0349,0.0077,20,20,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
8,0.0349,0.0077,23,23,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
9,0.0349,0.0077,26,26,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
10,0.0349,0.0077,29,29,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
11,0.0349,0.0077,32,32,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
12,0.0349,0.0077,35,35,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
